REGION,TECHNOLOGY,TIMESLICE,YEAR,VALUE
GLOBAL,PWRHYDCHEXX01,S1D2,2015,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2016,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2017,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2018,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2019,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2020,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2021,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2022,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2023,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2024,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2025,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2026,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2027,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2028,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2029,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2030,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2031,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2032,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2033,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2034,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2035,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2036,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2037,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2038,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2039,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2040,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2041,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2042,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2043,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2044,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2045,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2046,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2047,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2048,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2049,0.2398
GLOBAL,PWRHYDCHEXX01,S1D2,2050,0.2398
GLOBAL,PWRHYDDEUXX01,S1D2,2015,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2016,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2017,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2018,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2019,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2020,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2021,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2022,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2023,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2024,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2025,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2026,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2027,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2028,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2029,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2030,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2031,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2032,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2033,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2034,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2035,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2036,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2037,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2038,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2039,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2040,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2041,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2042,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2043,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2044,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2045,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2046,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2047,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2048,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2049,0.3721
GLOBAL,PWRHYDDEUXX01,S1D2,2050,0.3721
GLOBAL,PWRHYDESPXX01,S1D2,2015,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2016,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2017,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2018,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2019,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2020,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2021,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2022,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2023,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2024,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2025,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2026,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2027,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2028,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2029,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2030,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2031,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2032,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2033,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2034,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2035,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2036,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2037,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2038,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2039,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2040,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2041,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2042,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2043,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2044,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2045,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2046,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2047,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2048,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2049,0.3317
GLOBAL,PWRHYDESPXX01,S1D2,2050,0.3317
GLOBAL,PWRHYDFRAXX01,S1D2,2015,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2016,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2017,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2018,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2019,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2020,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2021,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2022,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2023,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2024,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2025,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2026,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2027,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2028,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2029,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2030,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2031,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2032,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2033,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2034,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2035,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2036,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2037,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2038,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2039,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2040,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2041,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2042,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2043,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2044,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2045,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2046,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2047,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2048,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2049,0.3923
GLOBAL,PWRHYDFRAXX01,S1D2,2050,0.3923
GLOBAL,PWRHYDITAXX01,S1D2,2015,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2016,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2017,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2018,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2019,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2020,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2021,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2022,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2023,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2024,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2025,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2026,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2027,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2028,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2029,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2030,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2031,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2032,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2033,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2034,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2035,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2036,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2037,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2038,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2039,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2040,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2041,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2042,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2043,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2044,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2045,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2046,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2047,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2048,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2049,0.1937
GLOBAL,PWRHYDITAXX01,S1D2,2050,0.1937
GLOBAL,PWRHYDLUXXX01,S1D2,2015,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2016,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2017,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2018,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2019,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2020,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2021,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2022,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2023,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2024,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2025,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2026,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2027,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2028,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2029,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2030,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2031,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2032,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2033,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2034,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2035,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2036,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2037,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2038,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2039,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2040,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2041,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2042,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2043,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2044,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2045,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2046,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2047,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2048,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2049,0.165
GLOBAL,PWRHYDLUXXX01,S1D2,2050,0.165
GLOBAL,PWRHYDNLDXX01,S1D2,2015,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2016,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2017,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2018,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2019,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2020,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2021,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2022,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2023,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2024,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2025,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2026,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2027,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2028,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2029,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2030,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2031,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2032,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2033,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2034,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2035,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2036,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2037,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2038,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2039,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2040,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2041,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2042,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2043,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2044,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2045,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2046,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2047,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2048,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2049,0.3721
GLOBAL,PWRHYDNLDXX01,S1D2,2050,0.3721
GLOBAL,PWRHYDPRTXX01,S1D2,2015,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2016,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2017,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2018,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2019,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2020,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2021,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2022,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2023,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2024,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2025,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2026,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2027,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2028,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2029,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2030,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2031,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2032,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2033,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2034,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2035,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2036,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2037,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2038,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2039,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2040,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2041,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2042,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2043,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2044,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2045,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2046,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2047,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2048,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2049,0.429
GLOBAL,PWRHYDPRTXX01,S1D2,2050,0.429
GLOBAL,PWRHYDAUTXX01,S2D1,2015,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2016,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2017,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2018,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2019,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2020,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2021,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2022,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2023,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2024,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2025,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2026,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2027,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2028,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2029,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2030,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2031,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2032,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2033,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2034,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2035,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2036,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2037,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2038,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2039,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2040,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2041,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2042,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2043,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2044,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2045,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2046,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2047,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2048,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2049,0.4465
GLOBAL,PWRHYDAUTXX01,S2D1,2050,0.4465
GLOBAL,PWRHYDBELXX01,S2D1,2015,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2016,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2017,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2018,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2019,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2020,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2021,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2022,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2023,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2024,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2025,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2026,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2027,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2028,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2029,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2030,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2031,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2032,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2033,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2034,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2035,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2036,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2037,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2038,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2039,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2040,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2041,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2042,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2043,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2044,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2045,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2046,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2047,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2048,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2049,0.1306
GLOBAL,PWRHYDBELXX01,S2D1,2050,0.1306
GLOBAL,PWRHYDCHEXX01,S2D1,2015,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2016,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2017,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2018,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2019,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2020,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2021,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2022,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2023,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2024,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2025,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2026,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2027,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2028,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2029,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2030,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2031,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2032,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2033,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2034,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2035,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2036,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2037,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2038,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2039,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2040,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2041,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2042,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2043,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2044,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2045,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2046,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2047,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2048,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2049,0.3824
GLOBAL,PWRHYDCHEXX01,S2D1,2050,0.3824
GLOBAL,PWRHYDDEUXX01,S2D1,2015,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2016,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2017,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2018,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2019,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2020,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2021,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2022,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2023,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2024,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2025,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2026,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2027,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2028,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2029,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2030,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2031,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2032,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2033,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2034,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2035,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2036,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2037,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2038,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2039,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2040,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2041,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2042,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2043,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2044,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2045,0.2919
GLOBAL,PWRHYDDEUXX01,S2D1,2046,0.2919
